fly,level_1,cum_dist,t,timestamp,frame,x_px,y_px,led_1,fname,segment,tseg,segment_start_ts,transx,transy,estimated_food_x,estimated_food_y,condition,cum_dist_seg,cum_dist_fly,fr_x_px,fr_y_px,distance_reward,dist_fictive_reward,fr_x_cm,fr_y_cm,distance_reward_cm,dist_fictive_reward_cm,transx_cm,transy_cm,x_cm,y_cm,estimated_food_x_cm,estimated_food_y_cm,cum_dist_cm,cum_dist_seg_cm,cum_dist_fly_cm
21,193178,8330.0,416.25,1547130966.28535,8149926.5,666.8599999999999,561.81,0.0,flytrax20190110_152909.csv,test_before_movement,12.703700304031372,1547130953.5816498,0.0,0.0,450.0,640.0,non-rewarded,310.60207710959145,8160.042309536137,216.85999999999996,-78.19000000000005,230.52534719635486,230.52534719635486,11.722162162162151,-4.226486486486491,12.460829578181345,12.460829578181345,0.0,0.0,2.2627027027026974,2.259999999999997,-9.459459459459461,6.486486486486488,450.2702702702703,16.78930146538332,441.0833680830344
21,193179,8335.0,416.4,1547130966.436,8149941.5,664.5400000000002,557.83,0.0,flytrax20190110_152909.csv,test_before_movement,12.854350328445435,1547130953.5816498,0.0,0.0,450.0,640.0,non-rewarded,315.2088981393253,8164.649130565869,214.5400000000002,-82.16999999999996,229.7375034686328,229.7375034686328,11.596756756756768,-4.44162162162162,12.418243430736911,12.418243430736911,0.0,0.0,2.1372972972973074,2.044864864864868,-9.459459459459461,6.486486486486488,450.54054054054046,17.03831881834191,441.3323854359929
21,193180,8340.0,416.55,1547130966.5869002,8149956.5,662.355,553.585,0.0,flytrax20190110_152909.csv,test_before_movement,13.005250453948975,1547130953.5816498,0.0,0.0,450.0,640.0,non-rewarded,319.98323055339125,8169.423462979937,212.355,-86.41499999999996,229.2644722803776,229.2644722803776,11.478648648648653,-4.67108108108108,12.392674177317705,12.392674177317705,0.0,0.0,2.01918918918919,1.815405405405408,-9.459459459459461,6.486486486486488,450.81081081081084,17.296390840723852,441.5904574583748
21,193181,8345.0,416.9,1547130966.9297554,8149990.6,660.6902222222222,548.6542222222222,0.0,flytrax20190110_152909.csv,test_before_movement,13.348105669021606,1547130953.5816498,0.0,0.0,450.0,640.0,non-rewarded,325.187464843199,8174.627697269742,210.69022222222225,-91.34577777777781,229.63976323336638,229.63976323336638,11.388660660660662,-4.937609609609612,12.412960174776561,12.412960174776561,0.0,0.0,1.9292012012012023,1.5488768768768748,-9.459459459459461,6.486486486486488,451.08108108108115,17.57770080233508,441.8717674199861
21,193182,8350.0,418.5,1547130968.5320206,8150150.037037037,661.6360419004864,547.8456453423121,0.0,flytrax20190110_152909.csv,test_before_movement,14.95037078857422,1547130953.5816498,0.0,0.0,450.0,640.0,non-rewarded,326.43180058347036,8175.872033010013,211.63604190048642,-92.15435465768793,230.8294593713709,230.8294593713709,11.43978604867494,-4.981316467983131,12.477268074128153,12.477268074128153,0.0,0.0,1.9803265892154789,1.505170018503356,-9.459459459459461,6.486486486486488,451.3513513513514,17.644962193701105,441.93902881135216
21,193183,8355.0,419.9,1547130969.9338994,8150289.5,664.9499999999998,548.3599999999999,0.0,flytrax20190110_152909.csv,test_before_movement,16.35224962234497,1547130953.5816498,0.0,0.0,450.0,640.0,non-rewarded,329.7854372661205,8179.225669692663,214.94999999999985,-91.6400000000001,233.6694077109794,233.6694077109794,11.61891891891891,-4.953513513513519,12.630778795188078,12.630778795188078,0.0,0.0,2.1594594594594496,1.5329729729729675,-9.459459459459461,6.486486486486488,451.6216216216216,17.826239852222727,442.12030646987375
22,197493,14005.0,1227.85,1547135369.1420498,8588004.5,438.9175,567.065,0.0,flytrax20190110_162901.csv,test_before_movement,3.1055498123168945,1547135366.0365,0.0,0.0,450.0,640.0,non-rewarded,33.44357434479859,13462.558895995648,-11.082499999999984,-72.93499999999995,73.77219009389644,73.77219009389644,-0.5990540540540531,-3.9424324324324296,3.9876859510214286,3.9876859510214286,0.0,0.0,-10.058513513513512,2.544054054054057,-9.459459459459461,6.486486486486488,757.027027027027,1.8077607753945184,727.705886270035
22,197494,14010.0,1228.1,1547135369.3932,8588029.5,441.32,562.7,0.0,flytrax20190110_162901.csv,test_before_movement,3.3566999435424805,1547135366.0365,0.0,0.0,450.0,640.0,non-rewarded,38.42606681845072,13467.541388469299,-8.680000000000009,-77.29999999999995,77.78581104545991,77.78581104545991,-0.4691891891891896,-4.178378378378376,4.204638434889725,4.204638434889725,0.0,0.0,-9.928648648648648,2.3081081081081107,-9.459459459459461,6.486486486486488,757.2972972972972,2.0770846928892275,727.9752101875298
22,197495,14015.0,1228.3,1547135369.58937,8588049.0,443.7922222222222,558.1629629629629,0.0,flytrax20190110_162901.csv,test_before_movement,3.552870035171509,1547135366.0365,0.0,0.0,450.0,640.0,non-rewarded,43.59294090163646,13472.708262552484,-6.207777777777778,-81.83703703703712,82.0721459201577,82.0721459201577,-0.3355555555555556,-4.423623623623628,4.4363322119004165,4.4363322119004165,0.0,0.0,-9.795015015015013,2.0628628628628576,-9.459459459459461,6.486486486486488,757.5675675675676,2.356375183872241,728.2545006785127
22,197496,14020.0,1228.5500000000004,1547135369.8355498,8588073.5,445.45000000000016,553.75,0.0,flytrax20190110_162901.csv,test_before_movement,3.799049854278565,1547135366.0365,0.0,0.0,450.0,640.0,non-rewarded,48.30701231316347,13477.422333964012,-4.549999999999841,-86.25,86.36993111031175,86.36993111031175,-0.24594594594593736,-4.662162162162162,4.668644924881717,4.668644924881717,0.0,0.0,-9.705405405405397,1.8243243243243243,-9.459459459459461,6.486486486486488,757.8378378378377,2.6111898547655934,728.5093153494058
22,197497,14025.0,1228.75,1547135370.03655,8588093.5,445.375,548.9200000000002,0.0,flytrax20190110_162901.csv,test_before_movement,4.000050067901611,1547135366.0365,0.0,0.0,450.0,640.0,non-rewarded,53.13759457620363,13482.252916227051,-4.625,-91.07999999999979,91.19735207230507,91.19735207230507,-0.25,-4.923243243243234,4.9295865985029765,4.9295865985029765,0.0,0.0,-9.709459459459461,1.5632432432432533,-9.459459459459461,6.486486486486488,758.108108108108,2.8723024095245213,728.770427904165
