fly,level_1,cum_dist,t,timestamp,frame,x_px,y_px,led_1,fname,segment,tseg,segment_start_ts,transx,transy,estimated_food_x,estimated_food_y,condition,cum_dist_seg,cum_dist_fly,fr_x_px,fr_y_px,distance_reward,dist_fictive_reward,fr_x_cm,fr_y_cm,distance_reward_cm,dist_fictive_reward_cm,transx_cm,transy_cm,x_cm,y_cm,estimated_food_x_cm,estimated_food_y_cm,cum_dist_cm,cum_dist_seg_cm,cum_dist_fly_cm,dist_to_enter_traj,is_close,count_intersect
0,3241,7288.0,570.7,1542970354.8677,73256.5,722.7900000000003,572.18,0.0,flytrax20181123_114304.csv,after_relocation,0.0,1542970354.8677,223.29,27.3,673.29,667.3,rewarded,0.0,7152.573148231779,49.50000000000034,-95.12,281.0941772787195,107.22902778632307,2.6756756756756936,-5.1416216216216215,15.194279852903755,5.7961636641255705,12.069729729729733,1.4756756756756757,5.285945945945962,2.820540540540538,2.6102702702702683,7.962162162162159,393.945945945946,0.0,386.6255755800962,0.0,True,1.0
0,3242,7290.0,570.8000000000002,1542970354.968,73266.5,724.3599999999999,572.4,0.0,flytrax20181123_114304.csv,after_relocation,0.10029983520507812,1542970354.8677,223.29,27.3,673.29,667.3,rewarded,1.5853390804489562,7154.1584873122265,51.069999999999936,-94.89999999999998,282.565336869192,107.76898858205912,2.760540540540537,-5.129729729729728,15.273801992929295,5.825350734165357,12.069729729729733,1.4756756756756757,5.370810810810807,2.832432432432431,2.6102702702702683,7.962162162162159,394.054054054054,0.08569400434859221,386.7112695844447,0.08569400434859341,True,2.0
0,3243,7292.0,570.9,1542970355.0689,73276.5,725.77,572.5300000000002,0.0,flytrax20181123_114304.csv,after_relocation,0.201200008392334,1542970354.8677,223.29,27.3,673.29,667.3,rewarded,3.0013193062996875,7155.574467538077,52.48000000000002,-94.76999999999977,283.90366993048883,108.33052801495964,2.836756756756757,-5.122702702702688,15.346144320566964,5.855704217024845,12.069729729729733,1.4756756756756757,5.447027027027026,2.83945945945947,2.6102702702702683,7.962162162162159,394.1621621621622,0.16223347601619936,386.7878090561123,0.16218828618400716,True,3.0
0,3244,7294.0,571.0,1542970355.1691,73286.5,727.4300000000003,572.67,0.0,flytrax20181123_114304.csv,after_relocation,0.3013999462127685,1542970354.8677,223.29,27.3,673.29,667.3,rewarded,4.667212460136679,7157.240360691915,54.14000000000033,-94.63,285.4833336641566,109.02282559170824,2.926486486486504,-5.115135135135135,15.431531549413867,5.893125707659905,12.069729729729733,1.4756756756756757,5.536756756756772,2.847027027027025,2.6102702702702683,7.962162162162159,394.2702702702703,0.25228175460198266,386.8778573346981,0.25220546541654243,True,4.0
0,3245,7296.0,571.1,1542970355.2698998,73296.5,729.3799999999999,572.9100000000002,0.0,flytrax20181123_114304.csv,after_relocation,0.40219974517822266,1542970354.8677,223.29,27.3,673.29,667.3,rewarded,6.631926179740255,7159.205074411519,56.08999999999993,-94.38999999999977,287.3225582859792,109.79781509665821,3.0318918918918882,-5.1021621621621485,15.530949096539414,5.935017032251794,12.069729729729733,1.4756756756756757,5.6421621621621565,2.8600000000000105,2.6102702702702683,7.962162162162159,394.3783783783784,0.3584824962021759,386.9840580762983,0.35839509153476995,True,5.0
0,3246,7298.0,571.2,1542970355.3707,73306.5,731.87,573.2099999999998,0.0,flytrax20181123_114304.csv,after_relocation,0.5029997825622559,1542970354.8677,223.29,27.3,673.29,667.3,rewarded,9.139933356763553,7161.713081588542,58.58000000000004,-94.09000000000015,289.67499201691544,110.8356643865143,3.166486486486489,-5.085945945945954,15.658107676590026,5.991116993865638,12.069729729729733,1.4756756756756757,5.7767567567567575,2.8762162162162057,2.6102702702702683,7.962162162162159,394.4864864864865,0.4940504517169488,387.11962603181314,0.4939585335538726,False,0.0
0,3247,7300.0,571.3000000000002,1542970355.4708002,73316.5,734.45,573.4100000000002,0.0,flytrax20181123_114304.csv,after_relocation,0.603100061416626,1542970354.8677,223.29,27.3,673.29,667.3,rewarded,11.727673683767087,7164.3008219155445,61.160000000000075,-93.88999999999977,292.1404295882376,112.05301290014455,3.3059459459459504,-5.075135135135122,15.791374572337165,6.056919616224032,12.069729729729733,1.4756756756756757,5.916216216216219,2.8870270270270377,2.6102702702702683,7.962162162162159,394.5945945945946,0.6339283072306534,387.2595038873268,0.6337673598978267,False,0.0
0,3248,7304.0,571.4,1542970355.5710006,73326.5,737.66,573.6499999999999,0.0,flytrax20181123_114304.csv,after_relocation,0.7033004760742188,1542970354.8677,223.29,27.3,673.29,667.3,rewarded,14.946633142971153,7167.519781374748,64.37,-93.65000000000008,295.21280138232487,113.63898714789751,3.4794594594594597,-5.062162162162167,15.957448723368913,6.142647953940407,12.069729729729733,1.4756756756756757,6.089729729729728,2.899999999999993,2.6102702702702683,7.962162162162159,394.81081081081084,0.8079261158362787,387.43350169593236,0.8077017870299265,False,0.0
0,3249,7308.0,571.5,1542970355.6719005,73336.5,741.51,574.27,0.0,flytrax20181123_114304.csv,after_relocation,0.8042004108428955,1542970354.8677,223.29,27.3,673.29,667.3,rewarded,18.846235686821014,7171.419383918597,68.22000000000003,-93.02999999999996,298.82856791143644,115.36268590839936,3.687567567567569,-5.028648648648646,16.152895562780348,6.235820859913478,12.069729729729733,1.4756756756756757,6.297837837837838,2.9335135135135126,2.6102702702702683,7.962162162162159,395.02702702702703,1.018715442530866,387.64429102262704,1.018178812143953,False,0.0
0,3250,7312.0,571.6,1542970355.7720006,73346.5,746.94,575.1199999999999,0.0,flytrax20181123_114304.csv,after_relocation,0.9043004512786864,1542970354.8677,223.29,27.3,673.29,667.3,rewarded,24.342361595131397,7176.915509826909,73.65000000000009,-92.18000000000006,303.9453536410781,117.98929993859623,3.9810810810810864,-4.9827027027027055,16.42947857519341,6.377799996680879,12.069729729729733,1.4756756756756757,6.591351351351356,2.979459459459453,2.6102702702702683,7.962162162162159,395.24324324324317,1.315803329466562,387.9413789095627,1.3150431533801383,False,0.0
