at_center	at_fictive_reward	at_reward	condition	cum_dist_seg_cm	fly	fname	segment	tseg
0.0	0.92	0.92	non-rewarded	5.841741245677893	31	flytrax20190116_160702.csv	stimulation	4.9045000076293945
0.0	0.0	0.0	non-rewarded	5.655192139759595	31	flytrax20190116_160702.csv	post-stim	17.196199893951412
0.019744160177975527	0.0011123470522803112	0.0005561735261401556	non-rewarded	280.12839614632225	32	flytrax20190116_163246.csv	after_relocation	401.9756999015808
0.005801613131456064	0.0	0.0	non-rewarded	436.9410709740643	32	flytrax20190116_163246.csv	baseline	713.2058000564575
0.3888888888888889	0.0	0.0	non-rewarded	8.925834590858226	32	flytrax20190116_163246.csv	relocation	1.6985998153686523
0.0	0.8571428571428571	0.8571428571428571	non-rewarded	0.6746009164142065	32	flytrax20190116_163246.csv	stimulation	0.5930004119873047
0.0	0.003154574132492113	0.003154574132492113	non-rewarded	100.7700491850352	32	flytrax20190116_163246.csv	post-stim	196.2034993171692
0.030766215951401138	0.0	0.0	rewarded	373.340587345498	33	flytrax20190116_180834.csv	after_relocation	510.1730000972748
0.0	0.0	0.0	rewarded	192.37493932251462	33	flytrax20190116_180834.csv	baseline	338.5074999332428
0.4	0.0	0.0	rewarded	8.051323747829764	33	flytrax20190116_180834.csv	relocation	1.4077000617980957
0.0	0.6487455197132617	0.6487455197132617	rewarded	24.761043559545712	33	flytrax20190116_180834.csv	stimulation	83.59919929504396
0.0	0.3291855203619909	0.3291855203619909	rewarded	48.774722984497785	33	flytrax20190116_180834.csv	post-stim	88.29279971122742
0.004092769440654843	0.010572987721691678	0.0	rewarded	738.8461520114557	34	flytrax20190116_192744.csv	after_relocation	586.3801114559174
0.002621919244887257	0.0	0.0	rewarded	832.7093755222003	34	flytrax20190116_192744.csv	baseline	776.8000001907349
0.0	0.0	0.0	rewarded	8.972200666629671	34	flytrax20190116_192744.csv	relocation	1.3010993003845217
0.0	0.5876623376623377	0.5876623376623377	rewarded	104.66730128378464	34	flytrax20190116_192744.csv	stimulation	92.3025996685028
0.0	0.0	0.0	rewarded	19.254980354347605	34	flytrax20190116_192744.csv	post-stim	12.196000099182127
0.0	0.0	0.0	non-rewarded	99.98212726999586	35	flytrax20190118_164239.csv	after_relocation	217.68649983406067
0.009032468060867443	0.0017902188949467004	0.0017902188949467004	non-rewarded	543.2972296523811	35	flytrax20190118_164239.csv	baseline	1243.901999950409
0.0	0.0	0.0	non-rewarded	10.29323019570742	35	flytrax20190118_164239.csv	relocation	1.3054001331329346
0.0	0.0	0.0	non-rewarded	2.0517393119319136	35	flytrax20190118_164239.csv	stimulation	5.3969995975494385
0.0	0.0	0.0	non-rewarded	19.86602613875545	35	flytrax20190118_164239.csv	post-stim	31.29699993133545
0.013982392542723977	0.007767995857068877	0.025116519937856036	non-rewarded	253.68845541766632	36	flytrax20190118_171511.csv	after_relocation	412.5933637619018
0.0541827924977672	0.03155701101518309	0.03155701101518309	non-rewarded	236.6215777744564	36	flytrax20190118_171511.csv	baseline	335.7990000247956
0.0	0.0	0.0	non-rewarded	7.9148189261222015	36	flytrax20190118_171511.csv	relocation	1.3024444580078125
0.0	0.625	0.625	non-rewarded	0.4434497966133933	36	flytrax20190118_171511.csv	stimulation	0.7038998603820801
0.0	0.0	0.0	non-rewarded	94.73425143073456	36	flytrax20190118_171511.csv	post-stim	174.19370031356812
0.006775538568450313	0.05542043085476025	0.00590687977762335	non-rewarded	605.7598642327317	37	flytrax20190118_181417.csv	after_relocation	578.8521106243134
0.030393325387365912	0.0029797377830750892	0.0029797377830750892	non-rewarded	345.4408104844804	37	flytrax20190118_181417.csv	baseline	335.50170016288763
0.2	0.0	0.0	non-rewarded	6.5036953879793415	37	flytrax20190118_181417.csv	relocation	1.4065999984741209
0.0	0.95	0.95	non-rewarded	5.6450975022869	37	flytrax20190118_181417.csv	stimulation	3.8996002674102783
0.0	0.07614213197969544	0.07614213197969544	non-rewarded	16.289248356382778	37	flytrax20190118_181417.csv	post-stim	19.598199367523197
0.015321536469572725	0.002589555459646094	0.0	non-rewarded	386.15653648464996	38	flytrax20190119_171903.csv	after_relocation	520.5952227115631
0.0	0.0	0.0	non-rewarded	558.9699054912677	38	flytrax20190119_171903.csv	baseline	619.9029998779298
0.0	0.0	0.0	non-rewarded	10.966870811192887	38	flytrax20190119_171903.csv	relocation	2.0001001358032227
0.0	0.9344262295081968	0.9344262295081968	non-rewarded	5.7850846426146205	38	flytrax20190119_171903.csv	stimulation	6.000200271606445
0.0	0.0	0.0	non-rewarded	61.005847824463814	38	flytrax20190119_171903.csv	post-stim	77.19700026512145
0.010463378176382659	0.0	0.00661968823403801	non-rewarded	496.0272311875757	39	flytrax20190119_174549.csv	after_relocation	588.1846146583557
0.0	0.00038550501156515033	0.00038550501156515033	non-rewarded	206.72525669999274	39	flytrax20190119_174549.csv	baseline	300.1047003269196
0.3157894736842105	0.0	0.0	non-rewarded	12.656007397998307	39	flytrax20190119_174549.csv	relocation	1.7995998859405518
0.0	0.5	0.5	non-rewarded	0.2397219951852527	39	flytrax20190119_174549.csv	stimulation	0.3016998767852783
0.0	0.0	0.0	non-rewarded	6.392901597948548	39	flytrax20190119_174549.csv	post-stim	9.799000024795534
0.0	0.027000000000000003	0.0255	rewarded	180.52667374358217	0	flytrax20181123_114304.csv	test200	199.90229988098145
0.06612410986775177	0.0	0.025940996948118	rewarded	187.51934260086426	1	flytrax20181123_152457.csv	test200	199.90260004997253
0.008995502248875561	0.0384807596201899	0.0	rewarded	167.38267317546715	3	flytrax20181123_162408.csv	test200	199.9929001331329
0.0225	0.0	0.0	rewarded	136.84026689542767	4	flytrax20181127_162328.csv	test200	199.90260028839108
0.0	0.107	0.076	rewarded	185.02029198473667	5	flytrax20181204_163734.csv	test200	199.90219926834104
0.05097451274362818	0.02198900549725137	0.0	rewarded	280.84557531488497	6	flytrax20181204_170930.csv	test200	199.99259996414185
0.0	0.0	0.0	non-rewarded	265.63085708729693	7	flytrax20181205_182038.csv	test200	199.90220022201538
0.012018027040560842	0.0	0.01952929394091137	non-rewarded	198.3177914557254	8	flytrax20181205_184643.csv	test200	199.99763345718384
0.005	0.0975	0.01	rewarded	217.52865643543063	9	flytrax20181207_161754.csv	test200	199.90229964256287
