t,timestamp,frame,x_px,y_px,led_1
781.4000000000001,1543940552.0798998,43617523.5,368.99999999999994,643.03,0.0
781.5,1543940552.1799998,43617533.5,369.88000000000005,643.2900000000001,0.0
781.6,1543940552.2808998,43617543.5,369.82000000000005,643.27,0.0
781.7,1543940552.3816001,43617553.5,369.80000000000007,643.3,0.0
781.8000000000001,1543940552.477,43617563.0,369.8,643.3,0.0
781.9000000000001,1543940552.572,43617572.5,369.82000000000005,643.24,0.0
782.0,1543940552.6729,43617582.5,369.82,643.26,0.0
782.1,1543940552.773,43617592.5,369.80000000000007,643.24,0.0
782.2,1543940552.8739,43617602.5,369.80000000000007,643.26,0.0
782.3000000000001,1543940552.9740002,43617612.5,369.75000000000006,643.2800000000001,0.0
782.4000000000001,1543940553.0749002,43617622.5,369.73,643.27,0.0
782.5,1543940553.1750002,43617632.5,369.73,643.24,0.0
782.6,1543940553.2758002,43617642.5,369.72999999999996,643.1600000000001,0.0
782.7,1543940553.376,43617652.5,369.7099999999999,643.15,0.0
782.8000000000001,1543940553.4769,43617662.5,369.68999999999994,643.2,0.0
782.9000000000001,1543940553.5770001,43617672.5,369.68999999999994,643.1700000000002,0.0
783.0,1543940553.6779997,43617682.5,369.61999999999995,643.1100000000001,0.0
783.1,1543940553.7779999,43617692.5,369.58,643.1400000000001,0.0
783.2,1543940553.8790998,43617702.5,369.58,643.12,0.0
783.3000000000001,1543940553.9789999,43617712.5,369.63,643.1400000000001,0.0
783.4000000000001,1543940554.0798998,43617722.5,369.59999999999997,643.13,0.0
783.5,1543940554.1799998,43617732.5,369.62,643.1100000000001,0.0
783.6,1543940554.281,43617742.5,369.59,643.1400000000001,0.0
783.7,1543940554.381,43617752.5,369.57,643.1400000000001,0.0
783.8000000000001,1543940554.477,43617762.0,369.56666666666666,643.1777777777777,0.0
783.9000000000001,1543940554.572,43617771.5,369.56999999999994,643.1899999999998,0.0
784.0,1543940554.6729999,43617781.5,369.62,643.1600000000001,0.0
784.1,1543940554.773,43617791.5,369.80000000000007,642.85,0.0
784.2,1543940554.874,43617801.5,370.43,641.92,0.0
784.3000000000001,1543940554.9740002,43617811.5,371.65,640.6699999999998,0.0
784.4000000000001,1543940555.0749002,43617821.5,373.15999999999997,639.0699999999999,0.0
784.5,1543940555.1750002,43617831.5,374.83,637.24,0.0
784.6,1543940555.2762,43617841.5,376.51,635.0800000000002,0.0
784.7,1543940555.3761,43617851.5,378.27,632.7900000000001,0.0
784.8000000000001,1543940555.477,43617861.5,380.09000000000003,630.7700000000001,0.0
784.9000000000001,1543940555.5770001,43617871.5,381.86,628.54,0.0
785.0,1543940555.6779997,43617881.5,383.85,626.48,0.0
785.1,1543940555.7780998,43617891.5,385.78999999999996,624.74,0.0
785.2,1543940555.879,43617901.5,387.76,623.7900000000001,0.0
785.3000000000001,1543940555.9790998,43617911.5,390.21,623.36,0.0
785.4000000000001,1543940556.08,43617921.5,392.95,623.1600000000001,0.0
785.5,1543940556.1801999,43617931.5,395.83,622.9300000000001,0.0
785.6,1543940556.281,43617941.5,398.54,622.71,0.0
785.7,1543940556.3811002,43617951.5,401.39,622.7900000000001,0.0
785.8000000000001,1543940556.477,43617961.0,404.35555555555555,622.8777777777777,12444.444444444445
785.9000000000001,1543940556.572,43617970.5,407.1,622.79,16000.0
786.0,1543940556.6729999,43617980.5,408.0,622.7199999999999,16000.0
786.1,1543940556.773,43617990.5,407.94,622.6899999999999,16000.0
786.2,1543940556.8739,43618000.5,407.95000000000005,622.7099999999999,16000.0
786.3000000000001,1543940556.9741,43618010.5,407.93,622.74,16000.0
786.4000000000001,1543940557.0749002,43618020.5,407.90000000000003,622.7900000000001,16000.0
786.5,1543940557.1751003,43618030.5,407.95,622.8000000000001,16000.0
786.6,1543940557.2760003,43618040.5,407.92,622.8000000000001,16000.0
786.7,1543940557.3762002,43618050.5,407.90000000000003,622.8299999999999,16000.0
786.8000000000001,1543940557.4772,43618060.5,407.83000000000004,622.99,16000.0
786.9000000000001,1543940557.5770001,43618070.5,407.91,623.1099999999999,16000.0
787.0,1543940557.6779997,43618080.5,407.84000000000003,623.2900000000001,16000.0
787.1,1543940557.7779999,43618090.5,407.97999999999996,623.64,16000.0
787.2,1543940557.879,43618100.5,407.83,623.96,16000.0
787.3000000000001,1543940557.9790998,43618110.5,407.56,624.2,16000.0
787.4000000000001,1543940558.08,43618120.5,407.37,624.3399999999999,16000.0
787.5,1543940558.1801,43618130.5,407.25000000000006,624.5500000000001,16000.0
787.6,1543940558.281,43618140.5,407.16999999999996,624.7900000000001,16000.0
787.7,1543940558.3811002,43618150.5,407.20000000000005,625.2099999999999,16000.0
787.8000000000001,1543940558.477,43618160.0,407.1111111111111,625.4666666666667,16000.0
787.9000000000001,1543940558.572,43618169.5,406.65999999999997,625.5600000000001,16000.0
788.0,1543940558.6729999,43618179.5,406.34000000000003,625.79,16000.0
788.1,1543940558.7732,43618189.5,406.65,626.3,16000.0
788.2,1543940558.874,43618199.5,407.59,626.49,16000.0
788.3000000000001,1543940558.9742,43618209.5,408.53999999999996,626.26,16000.0
788.4000000000001,1543940559.075,43618219.5,409.58,625.5999999999999,16000.0
788.5,1543940559.1751003,43618229.5,411.33000000000004,624.67,16000.0
788.6,1543940559.2763,43618239.5,413.48,623.65,16000.0
788.7,1543940559.3761,43618249.5,415.9700000000001,622.38,16000.0
788.8000000000001,1543940559.477,43618259.5,418.32,620.94,16000.0
788.9000000000001,1543940559.5772002,43618269.5,420.50999999999993,619.11,16000.0
789.0,1543940559.6779997,43618279.5,421.2900000000001,616.63,16000.0
789.1,1543940559.7781997,43618289.5,421.27,613.95,16000.0
789.2,1543940559.879,43618299.5,421.68999999999994,611.25,16000.0
789.3000000000001,1543940559.9790998,43618309.5,422.52,608.2099999999999,16000.0
789.4000000000001,1543940560.08,43618319.5,424.37000000000006,605.05,16000.0
789.5,1543940560.1801,43618329.5,427.38,602.99,16000.0
789.6,1543940560.281,43618339.5,430.73,601.5799999999999,16000.0
789.7,1543940560.3812,43618349.5,434.21000000000004,600.4499999999999,16000.0
789.8000000000001,1543940560.477,43618359.0,437.67777777777775,600.6,16000.0
789.9000000000001,1543940560.5722,43618368.5,441.0,601.9800000000001,16000.0
790.0,1543940560.6729999,43618378.5,444.5,603.73,16000.0
790.1,1543940560.773,43618388.5,447.98,605.37,16000.0
790.2,1543940560.874,43618398.5,451.2700000000001,607.0,16000.0
790.3000000000001,1543940560.9741,43618408.5,454.55,608.3900000000001,16000.0
790.4000000000001,1543940561.075,43618418.5,457.7900000000001,609.0600000000001,16000.0
790.5,1543940561.1753001,43618428.5,460.7900000000001,609.41,16000.0
790.6,1543940561.2760003,43618438.5,464.32,609.37,16000.0
790.7,1543940561.3762002,43618448.5,467.51000000000005,608.38,16000.0
790.8000000000001,1543940561.4775002,43618458.5,470.0400000000001,606.03,16000.0
790.9000000000001,1543940561.5770001,43618468.5,472.24000000000007,603.01,16000.0
791.0,1543940561.6779997,43618478.5,474.23,600.24,16000.0
791.1,1543940561.7781997,43618488.5,476.91,597.64,16000.0
791.2,1543940561.879,43618498.5,479.43,594.6400000000001,4800.0
